name,image,class,subclass,description,ingredients,hp,effect
Roasted Swift Carrot,40px-BotW_Roasted_Swift_Carrot_Icon.png?version=180c14310ddda571cadf3de7ac92aff3 (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/iOv7fTEMw4--ehMvTnZFng/BYR48FZvOctHoJm5RcRtwNkAwLVQ6GgjYyUzpNJVHDPJxnLGDa7mZCMavNWG6oDfzQmE-BAClBKgLqKL4cfAbTWBy7LHJotUStI9sZ2gj9Kvx1tARcGJWyNJ5l0RIa3DOwlURba5nvQn9TxSQb2Ksb4ECvNpleGDgc7ljB5zPTg17R4ZafkKeWWHVYX7AdKF/EG6-wLhfBLFsOkok50DFwPDiL5CKM70QjhU5NJVphyM),Food,Roasted,"A fragrant swift carrot that's been lightly roasted. It doesn't have any special effects, but it will restore some health.",Swift Carrot,0.75,
Roasted Tree Nut,40px-BotW_Roasted_Tree_Nut_Icon.png?version=0798faef5bf1baf217028a65119ed4a3 (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/bs-vSG7f7GfnxibxSwevUQ/hhzQRUQ__sIOwFY5QVn1KgsywRkzLvpkMYZ6lGs56Z4a8SrMXTsCFcLLwtNBCWb1lSvqLD55PfHHOAIu5PUtRvNN3gAdZuM67U-ncSOvAbBbOZc1bKlWAyogBC-UpNuzMy9-mzSv692ERj3Mfr-vqwIUcDzCsw-tqXWFhPOtn4hODmariM3BfPdzW224z3uh/oZiw-7nwBKKsVMX8aRzu0uKuNTqlBDtX2w2OBr1kHLA),Food,Roasted,A tree seed roasted to amplify its fragrance. Gives more hearts that the raw variety.,Chickaloo Tree Nut,0.5,
Roasted Trout,40px-BotW_Roasted_Trout_Icon.png?version=c4d3accbcd37801509abef81e4556a09 (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/v9EfO64WjrBFpUO3Sk2gfw/znnWCx0MY-tlN2l_rAsSG5-riWs9iHD5b-h_appV9P0nM4HRCFg41tgvnaC-E22Zq8i1vzcR4bzkBYBjc5pk9DPRbAD_Ee7PsK1f5oAO-MdpuiHJIS2VtLM4JFfT-MVZ63RLhhjQvB4_WFIuswK44jrfPV2Lp9fUQrQ-eXCLqNwFM7j87HHNPkxP_9znm65u/_9Nu7E296E35Whah0nDZjM4pDFpYERQvdVTcU4XWhCA),Food,Roasted,"This trout can be found all over Hyrule. Served river-to-table, it's simply cooked for a soft and flaky flesh with a mild flavor.","Voltfin Trout,Chillfin Trout,Sizzlefin Trout,Stealthfin Trout",1.5,
Roasted Voltfruit,40px-BotW_Roasted_Voltfruit_Icon.png?version=32609427df655bbc9c8774ee171bb134 (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/GqI1-7fkGdqji6cF4eppGA/k2Qg3dvnOQ3bqrpJKInBpPO9CxW67wig4Qq1VdYpPiplctoUlrUAaFKE1qeben4be8ZBR-Od-fnaCUVFqEsn-aKt_OAY9LsGG6aVyyyAuZA2C9lNXeipsBsblXpxKWMpUSzh2bGTtQvGiriZvKOy-K9dN_c2WEmpSKlv9xuPZQ4k7iNxLwiXmG6lzRhU7wXN/EczmlUa-t3FO9SyZ3cTIMIoJBzrDAgduSQdK8Ul34M0),Food,Roasted,This voltfruit from the Gerudo Desert has been charred to really bring out its sweet and sour flavors.,Voltfruit,0.75,
Roasted Wildberry,40px-BotW_Roasted_Wildberry_Icon.png?version=092d0c65fe5288661107be07cdbbc292 (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/xhBrzPnJ40VS48bU9wvh-g/KhscJApQWOkreTDa8p52VbhHAC3mLkiZbQ25ZagCLmO58FHmjfk8PyyGrJ1GfncraGLDlARE3846ikrtn9ZlNGnkwx1DIFEVCdE-ezWPaCBz_zeeuthXiQSxgn21fSDAdNK7U8S96zYniRrY7dvefv131N_bGevQfNDkGtyjCIOmWuMon710-FFEOZZHZzsi/PTZNItrSz-L3jVeuLeH7i7tecvnbuhiCZVu5E0oNtDc),Food,Roasted,This wildberry was prepared over an open flame to alter its sweet taste. It recovers more health than if eaten raw.,Wildberry,0.75,
Roasted Whole Bird,40px-BotW_Roasted_Whole_Bird_Icon.png?version=21697a062c3f181582fd5e16196c40a1 (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/KNnPOFcELbpwoAYGpBJcLA/4Z4ZaHrehK74XBL8N1BoIUCg5tKCzDqKpil60cqBGkeKEB2csojehI3_NTEZDddcgoNdcMf9ZP7JtLYyvRmCARQJ4uaHKeLd_P94v_h6sJl0I33Zg65lXGRSjaPESbfTc9J5PQXKCydU8940DSps5BnNDj65XkqEVK9B3bTkVb_v_XAh7T-mmEjUGcSaNBgn/eMjEJShBrAYvas16OIbs_KPws2Qewi6brzge3ISXiXo),Food,Roasted,"This raw whole bird has been tickled by an open flame to bring out its flavor. Less is more, as the lack of additional seasoning allows its natural taste to shine.",Raw Whole Bird,4.5,
Seared Gourmet Steak,40px-BotW_Seared_Gourmet_Steak_Icon.png?version=ff94de17d00ac44657d08ad3691dbe0d (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/ttLXR06s3OPL1s8Lqh3dHQ/Q8x2u6CzQEgPoyq2AZHcUmVI9TKdY6htsS3Nmk32iDbPCFuNW6lfsARXPcWtH_Z5Nck2izlrx9OA5SYUjj8xOAIQErJXIRTQtI9y1pZP1Yp3JRJCBBXjFyn5I0gaGfGq7ulq4EbnKmE7mvDSBq1jdBAZ7bJod2xLTSVqt5I7L76r2zzVmtCo51WQSPEti0Ji/65xOdW7Sn4pFwxgd7alXIVBwWdJS32oky7mKQ8Z09T4),Food,Roasted,"The highest quality raw gourmet meat, just kissed by an open flame. No additional seasonings have been added, which lets the natural flavor of the meat really shine.",Raw Gourmet Meat,4.5,
Seared Prime Steak,40px-BotW_Seared_Prime_Steak_Icon.png?version=b60edd4d2a74116a57df7f0b36e77923 (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/L53nriSdYBJXVPLJyykq_g/N8sWh8e_d8ZM41e7VH5du-eRCk70q9rYcjiGKyg7Gvqd2gUXB6ZH3Hs5-IlC1y_-yUAFjhqOyAiCBp2mLzeZmaLbB9yoSadNFc9LpoNIrUg8H29DVvyy1oJiU-kBsrSP8DdkCUctfHyoiWsKhr58AYP8zOdXLjvyml2sDG8BPaWZBAvju2ns6vYG1vOrmYHf/mIJqgcTm-FTYfLoERrf6dOFQ3xj1eOdQbY1vYy9q9FA),Food,Roasted,"Raw prime meat cooked over an open flame. The outside is perfectly browned, while the inside is mouthwateringly juicy.",Raw Prime Meat,2.25,
Seared Steak,40px-BotW_Seared_Steak_Icon.png?version=8bcc253d05b3727d4ea240bfc473060c (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/2Gp1aE2MaDr0-ZMGTGtNOQ/vK9MmqcCmBOnSsSEoBKYcvdaN7Y5_UE0t9YD_vE6RaOEiG5ihqXUa2PbR0b-6v_FzjU8-05-UAIMWQshEn1DJvptSZYI33lmA0IXaxkfzR6J6ENR-Q6GD3XSecIxEOq0l66mnd3rQHHz47JzOAdvdIzDYCWLUgzor2vPq376x_3PnsagX6i8r7vi2WdCZo3F/-9KgaKgZft9tndRUSKSbOZ1vljCE2WkfRBg8g-UtEFs),Food,Roasted,Raw meat cooked over an open flame. Cooking it has increased its flavor and the number of hearts it provides.,Raw Meat,1.5,
Sneaky River Escargot,40px-BotW_Sneaky_River_Escargot_Icon.png?version=a6ae4a02aabe286f041aacf64af281e0 (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/ABDKYiBI_SxywSuotLrUdA/CXppx4i1gNt8_8yX1Hzx3XZY-DQ4RmV1ER2nIcfoYEJluZgCI7U78VHhsTLNXZquqXHeqzI7sTchHaUCnEtv8l0swD18it6DT0CV2J95SY4j1AEHCdBN_D7okDOFxbDjD16PrqtE3dubZrhjx6R9rKwnyu3-aLpoMR-f7VfCHl7XeBnSK8PfYCp5Vu3RkCsB/ddYy3Dxj8dF788uWWXPD1cYhr0rRI3KuHbk0BIVZGNQ),Food,Roasted,Sneaky river snail roasted whole in its shell. The meat is soft and a little chewy. Pulling all the meat from the shell in one go fills you with a sense of accomplishment.,Sneaky River Snail,1.5,
Toasty Chillshroom,40px-BotW_Toasty_Chillshroom_Icon.png?version=455a4fff10fa944ab5c2614647fc4179 (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/AVR_Nx9LjEoO2JvqHHEm_A/tAuOlmMtr-0JMWKs9UWoHWVib3MdCR5JPqz54Vs31OmDi_ftZFjVtzr6r7XB5YIVY3U4pwi4aIqliV7w28L7Uaag2kftQXIhyUFRPj-2ND3jsmRRHwRQv1NXNmnPi5COJYe5EMJ_u7EM_o5VpJzPHvURYq__nPDRkEPStyzpIyqJZk6lPDotAlV3ukKB2hAb/GnYDl9L64O7NNpLCpNLYrbMSszMq-hI9CHQuzj45Uck),Food,Roasted,A fully roasted chillshroom. It's evenly toasted and tastes a low better than when eaten raw. Eating it will restore a bit of health.,Chillshroom,0.75,
Toasty Endura Shroom,40px-BotW_Toasty_Endura_Shroom_Icon.png?version=dcde2598e30212f2e7d145450361c189 (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/yNjH1ZgoMyoB2Okv3BuAEQ/f3lfgV1MbTQC8L940HZQiXXfJCo0_gTM1-ZobYH5TA-bh23EFlFg2Y9aaZEKiJsAjA9fD5Z-XBRePs-W6s8BNjvg2R-rOuxxzfpP0li6Nk36d9GBt296NGJ0wrFSDsouJ8R_Lc8X3fYliuik7cranuKdXaogMY6U0qoDoiByyA8AG_UqyzmoT9T3T6in-UvC/fmd6tluHR18MucNUinbnK5xSwAsUam2Y3YTdSO5KBLY),Food,Roasted,"A toasted endura shroom. It doesn't grant any special effects, but boy is it tasty!",Endura Shroom,1.5,
Toasted Hearty Truffle,40px-BotW_Toasted_Hearty_Truffle_Icon.png?version=5db27de9a747a3166eda0f00c485e05e (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/gD5CdsvLAiYKZTOhIlrJIg/Pp0xP0BqdMa4NWazfoPZKCRT1HHlzcpDKdIlnWXWYFGO-lCpaOngpEWvaXA9HLz-PulBqtFNwVqFChnA-rM08WyPZ4cvTR2aalvVEwHLWvVt7em_9t8dUSTvgwYpiR_rcub3b_7DsNFQH4nmmmvZcQ_LFI5fLqlyKVBNmp8t1Yu243xZkcpNycHLrqBEXXfY/bypQHfheBtqYS4mKFZaTuFmxGaqJ9DR_fVLXpBpSXrc),Food,Roasted,"A hearty truffle with a toasted, crispy outside and warm, gooey inside.",Hearty Truffle,3.0,
Toasted Big Hearty Truffle,40px-BotW_Toasted_Big_Hearty_Truffle_Icon.png?version=7fac40b739df138c37fe6e136850e235 (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/cjaw0OWV0RCysQgBLIfKXw/kJlC6ypp_NStcAE40sJKoUsM1uR9VENsvuO6Ky8LDPS4Au2pWNDVE_Cz95YsT96KguL17Y7kU9cy0AqLCh2s4n92bkeJyl8Mri2cwZ0sLjJFrnbcEYfXyp4i9OgUM1lXJvdBETWsvbmFLjwZsBpSYNfNmSr8PUWv5n0NKE3lMy1lXZge5WIQ9S9ZVxhe8PDG/6jxMZWCRqGYZ1aB7DaOaWblsfNDdk8J3nOfV08v1Kh0),Food,Roasted,This big hearty truffle has been roasted whole. It gets full points for aroma and nutrition. Eat it to recover a lot of hearts.,Big Hearty Truffle,4.5,
Toasty Ironshroom,40px-BotW_Toasty_Ironshroom_Icon.png?version=fbadefb7b6ad721690c25c5b84ad8bb7 (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/_BJLiq6ZvdS2kwKM8cXZvA/Gnz7Hh3gIHhIWGUXFPnpHO1_8EZ8TlkaizPG46kJbrXp2Q_YPY4lFwtMlGbJPPocaXkWSrqtAh4Q040bc9govo-fb0I5HhmiQfMLPSWWlMdx5CYIG4crwvwDTmHd7gu5ats8H3SsKg7-e6-OMqcOF2VyJ-Wh1Dkugzx2j8QU4CCOOvkAx1kDi6IemSfOTSS1/qc8z4dgVUEyUuwt7M8o6Dt-hKmOnyzGsScR_Kicfgnw),Food,Roasted,An ironshroom exposed to an open flame. Its once-tough exterior is now crunchy and tasty. Restores a bit of health.,Ironshroom,0.75,
Toasty Hylian Shroom,40px-BotW_Toasty_Hylian_Shroom_Icon.png?version=18be52bbb69a6250d9683d6a4b1ddcef (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/RTi5Cc77XiiTZrbhgpLH-w/zoOFJIm63HeSCk26Cvk10XUPcZMYL7E3BZTobUFTNS3fSrBdflLoGRnvfQlXrCsRd2SwqwpAzz4XfgI-WjUgXuYUCpRBfGECks6-7Z6PS8GKrP1xF780-AQtqGcT3mJ5L5vvzidTKcTXuS1GrzLBZjyTTDTOBCzjQy1wvyV3LEUItWIeT7JvlAv42en444lH/pUaORFlMuFV66pvoEnWFItZXgZO5bw9iqqNrW1HmcJM),Food,Roasted,"A Hylian Shroom toasted to perfection. The taste and fragrance are amplified, restoring more health to its consumer.",Hylian Shroom,1.5,
Toasty Razorshroom,40px-BotW_Toasty_Razorshroom_Icon.png?version=8a19c80b3d3e34e03d317fdd197bf783 (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/0wwAGDYHnqg17kdNoQQuPA/lB1942Unr5dq5KI9CSp883QVh8sNLjcCITot2SJhUJdVjkLeu2ugsqxpMdE8jTYFslzKC2x6wwzlEgeTVXJ3UUsU_4IKPegpPFw6wbC6nuAdsm2MP0mV9F35-lUus5D969chMKGrgLnXd9ifSS1kewxNipWuVxDJPNVH0i3NOrA9VxD69e9uIffBwHEaa2UG/AX973VLdkoHIsPF064MV-lTEeDgdeeZwBX50HNQrGqc),Food,Roasted,A razorshroom that's been exposed to direct heat. Its sharp exterior has softened considerably. Restores a bit of health.,Razorshroom,0.75,
Toasty Rushroom,40px-BotW_Toasty_Rushroom_Icon.png?version=c48905d0b1a4b8cee75f2f6f9f9d07f8 (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/k2-aJb9778lll59j073zhw/QfIdFjKzVK9koV5EP8SdQr90HmC7XouyKD0vGM9QIcbZMifqiQnjJqVhR73rhyh52hZJ2UqnoQ92MhtzEsGYZOL4TapH90yluVs9i7hSiNirOY9Cn4g2d8xz1jh3MpU5ai7cH1dU-T_wPL7BZu_yMLhpkNSlFJiWE60A8W7GflBTqsJRoVxUehmmkHHy61Gh/WSdgERI3N8XD89DUEbH_VihLIEmI8DxfSNlvEDn9v34),Food,Roasted,"A rushroom that's been put to the torch. It may have lost its speedy properties, but at least it tastes good now.",Rushroom,0.75,
Toasty Silent Shroom,40px-BotW_Toasty_Silent_Shroom_Icon.png?version=9f3b39067f478fe47535dba55259a84d (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/9rFqQmj7_TUSOaaxZVqkUA/Xe9y-dT6KZF0YpqO5AIiDNLKNWxLjfvsCVHN_mC84rB15mW5YoSGaqc-K8t52vt-R7U0jSrfAG37uhVuBOrHcJ5td1x62i8MxIhVCaBZsId5VvRYWBDYKHUvvVapZM4IGLNlHNqLYizHcxQfc_lNsllEuwFeMexE6jbyCKilihUHgb3E1J7wANEH4oZFXpQu/N9jaeUpt13h_w9c-RvgSivSeT8H-4_zzzeWl_c_haRo),Food,Roasted,"A whole, toasted silent shroom. High heat may have destroyed its soft glow, but it's now fragrant and taasty.",Silent Shroom,0.75,
Toasty Stamella Shroom,40px-BotW_Toasty_Stamella_Shroom_Icon.png?version=e4fe595f369b2671d699e990f47adb78 (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/FCzkk18bt33TTfUWH76o7Q/32n72Wr9neCqIQBftM-535dl_UDf9tqwSeO2yAp8aPc3uAa-W17ci6j6jKL9bx2chBNrvYOPu2--6Qs7RXN4YBib1JkEosqF7xH_nezaZgwj38-45OdcUP5Sxz-C-oyP-Acd-juzrjv2YVTbtLPbXLkhK3hIMwWgFqdSSaAlIdweLY3LXie7uDqabBzNjS0C/NY5ZydKwmkgzCIF2SGyqG3PmrLPYj__SJQnaKB6aspg),Food,Roasted,"This toasted Stamella Shroom doesn't grant any special effects, but it will restore one and a half hearts.",Stamella Shroom,1.5,
Toasty Sunshroom,40px-BotW_Toasty_Sunshroom_Icon.png?version=d92b80ce426fd258ee21c0986b828c9a (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/Y4DDirh0RWMaKGU9o6doxA/x3TK_7vXsR5iMDHiRbMa4W2jy-sKNhJ1XohPXFifUDCZBI7f26wzeEStmMzPxS5LyE0qDC7-Uprns6JbEgUh_9FrKMffks7XQiObotRG1rc9Y8zJD8oFZ14y-LPwaq9rJx001M1OCCT5MoimqiYMOW9UKgHGKnwWPkJtkCnpe5zwja-5vQvEUTlBbnJw1r1G/8QhvVsXzFf8Ajg3r9TC3VvA3CAVktCBPclwqJYQP0SM),Food,Roasted,It's always a good idea to keep a fully roasted sunshroom or two on hand just in case. Eat it to recover a bit of health.,Sunshroom,0.75,
Toasty Zapshroom,40px-BotW_Toasty_Zapshroom_Icon.png?version=ac4c6b4da8a1a5464e18ac0682731190 (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/lP3_A_L5oulQ0y3-Q6oQ9g/srQ92nmNR8Nz2w7r5QDX6ulL01WM2vHKuRBprdPB8Phu6xGe2ELo-0TWw2S0Be25noY88e6sIcbNcuI5nLRKE9bQM-S7cWBYITaFrCMajCLVaXIo6QVlZL9gP80FCoYImBQE8hJIKSoRgLa4UCE8-R-CXqmiAK0WiCKGin0gU2uC_xsqZ7hkRl78rXiWUhSA/gduotf4D80U-Q3cLR7fBW4Lj21sFjlb3xy8x4GvZMaA),Food,Roasted,It's not very shocking that this fully roasted zapshroom is delicious. Eat it to recover a bit of health.,Zapshroom,0.75,
Fairy Tonic,40px-BotW_Fairy_Tonic_Icon.png?version=728bbf7bd6b5680b865b967d7466eefc (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/4EdMLGE3kloKWJ5eSp3rIg/161L5M9BQ2HNmHNNnvwyztCQayDZo6YY-DbAmp7q6tq2WzLGR4X4gMpwSJTLLo9GP37etPCs6pNjH7Wvnu2REaQEbkGfq9W6BP0D23X0EXmyO8IhH_pmMUVBGjhEzXz9EKbbXv8QL9yn9bN_gas_cyvX39vOlgkJTwQKDWjuSEWUN4ELGImX-2iR5rSnux0w/_xwxOUfvEq9JGY9k5w0QPr4RHOcc7yFRM9LlUb38jCk),Food,Elixir,This powerful recovery elixir harnesses the power of fairies. It has a sweet fragrance.,Fairy,,
