name,image,class,subclass,tags,durability,strength,range,arrows,defense,defense_upgrade_lvl1,defense_upgrade_lvl2,defense_upgrade_lvl3,defense_upgrade_lvl4,bonus,description,selling_price,bonus_set,upgrade_1,upgrade_2,upgrade_3,upgrade_4,armor_upgrade,where_to_find,notes
Ancient Arrow,BotW_Ancient_Arrow_Icon.png?version=bbceb43f208bee47ab3246bdd1ae3488 (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/FLJsPNqvXIM2VuMWwsuHIw/g7kl7z2av6D8oJX0cVlQkDfOKE0ZNHAezkrV2w7RW_S2DkHkwbnXI20gi8qOyjYzhSljmLCoqBvWjRGqksoFsz9pkivuQX_HZhPVNHRQgvwyjlI5nlzCfEqkeEqf8k-Gn0pFMGUhYzwRnENDnVqDRVLYhov6G-6BKnLhSAQYkLE/oL3OiqeZqjzaufBlEFTmjyYEmugjI9ADBMRtTam7mZs),Bow,Arrow,,,,,,,,,,,,,,,,,,,,,
Fire Arrow,,Bow,Arrow,,,,,,,,,,,,,,,,,,,,,
Shock Arrow,BotW_Shock_Arrow_Icon.png?version=05833b464b2a280d99c0d6e292ab75c7 (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/L6onTnAeW6HgPBkYy_djug/pm5rT-CJNJnIN37Ax2b7WvmkWnnuu1DdYNZR0J79xgJbRTozuxt4EPXZpkzk-eIzWCkKxvxms4pp5hXY5DG0lxVzOqhMa97LpZbU9qKlxLxcAk0gDq3gzuo-dmTFXs2ZSq5CGJWqVreJGzeWPEMtK5El0jHWtqp1g6_x1Q1-v3Q/aaw8W1Xhx_x464fvS-YOvMMXb8PMSfgZldmywZFW4CM),Bow,Arrow,,,,,,,,,,,,,,,,,,,,,
Light Arrow,,Bow,Arrow,,,,,,,,,,,,,,,,,,,,,
Bomb Arrow,,Bow,Arrow,,,,,,,,,,,,,,,,,,,,,
Silver Arrow,,Bow,Arrow,,,,,,,,,,,,,,,,,,,,,
Ancient Cuirass,BotW_Ancient_Cuirass_Icon.png?version=291571a345c7ebda2309bbd44bdfbcdf (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/N52ZLXFaL8d6w0OIlJ-N8Q/67ZaDc5JEkdYexwW-KJF09HmLED6NHpTP2BQEVCKctMThbaq_Ztv7hGKtUzWhrdGacVXlLpbkuk-ecT2IjyoDXB5awgghzOFfhnM0Geu3FlJN_WQg5dzOlW6EFvNdIHhmxbfQRV6WiGx62mSZNIKEK--AomNcZDNE7siTzroZHM/8mAt7X0A5oeMDGOeQUBlMu4P9C3zuLZoeJFN-BrB-Hk),Armor,Body,,,,,,4.0,7.0,12.0,18.0,28.0,Guardian Resist,This armor was created by ancient Sheikah technology using Guardian parts. Equipping it will reduce the damage you take from ancient weaponry.,125.0,Ancient Proficiency,"Ancient Screw x5, Ancient Spring x5","Ancient Spring x15, Ancient Gear x10","Ancient Shaft x15, Ancient Core x5","Star Fragment x1, Giant Ancient Core x2","Ancient Screw,Ancient Spring",Akkala Ancient Tech Lab,
Barbarian Armor,BotW_Barbarian_Armor_Icon.png?version=84ba96bf54f33cd43e020e64b6e3b966 (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/Mthhyd6MLjlAmFDqILWnhQ/MhPhCL25P_e8Es_FHmMOo1R9ZekVIm7xTgIWHtF0Wt3OVFqyYudxPWVAw6ZD2WByIkkG2ffF4v2gDojOuI5ZeokqLeBUD4QJj2OOyp8rrK0Jp_P4-Ou3Z0QDZWzGdniSlS85snwBCbpjA85dO-vFJ-VdwwxJDd1rqLl2j2__SzI/Pi7OBijiemI9dkjRglOsTqikmDTeiagzCHmJFeWKBI4),Armor,Body,,,,,,3.0,4.0,8.0,12.0,20.0,Attack,Armor once favored by an ancient warlike tribe from the Faron region. The war paint bolsters your fighting spirit and raises your attack power.,600.0,Charge Attack Stamina,Lynel Horn x1,"Lynel Horn x3, Lynel Hoof x2","Lynel Hoof x4, Lynel Guts x1","Lynel Guts x2, Shard of Dinraal's Horn x1","Lynel Horn,Lynel Guts,Lynel Hoof,Shard of Dinraal's Horn",Shrine - Dila Maag,
Champion's Tunic,BotW_Champion%27s_Tunic_Icon.png?version=0f0062fb6795a3f62f4528b176ef4466 (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/dxvHPGFqpTXWTubifFPqqg/ELrLQrPf05UfsHV2wA5pX8rhk5HfXHfdCxQTvzdWvQI_jdSaYPTJHl3TB2iGu6Da6-CR03t9XIASPN8oedqSgBmLYviiziXLwEgxbNEjMBeEDYETacI9b0WsCRG0eG55aBZCM1ZtyI9O_WsgiKUCAUcmdc90Yu4o2WyhZMopN8oSi8ACY1QB6f0MQT7m1BCq/wTr-9k93NDTcDgaj7iH-jAxcvB6MldtgXQ1Akvbh--U),Armor,Body,,,,,,5.0,8.0,14.0,22.0,32.0,See Enemy HP,"In ancient Hyrule, this garment could only be worn by one who had earned the respect of the royal family. Equipping it will reveal an enemy's life gauge.",,,Silent Princess x3,"Silent Princess x3, Shard of Farosh's Horn x2","Silent Princess x3, Shard of Naydra's Horn x2","Silent Princess x10, Shard of Dinraal's Horn x2","Silent Princess,Shard of Farosh's Horn,Shard of Naydra's Horn,Shard of Dinraal's Horn",Impa/Kakariko Village,
Climbing Gear,BotW_Climbing_Gear_Icon.png?version=785c3dcadda15370d99e093f687e0fd4 (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/l4zyKQydeyEr1P5BoPU-aw/PiEWYjMUZOeCVuUr-DH4-ok3L9FSMQplAvwZf7PcVCqGuJB-SZ3P59gHSPkAEBwIUoqjfrtLSHw7A4SOpV6f-jcpA6e9ee_iwvoUcSp2i2HUxwYtSnHwf9tCSZZ3f5fIg5fGFQXKPzvWPkSlSKWlOMVRkxDBq3SOTkgrSWPS3Es/zJeo34TLjX1eGNiaoERHElKBJyLdnVjqlgcmnpdS0ek),Armor,Body,,,,,,3.0,5.0,8.0,12.0,20.0,Climb Speed,The ancient technology in this gear will make you a better climber. The special no-slip gloves help you use your energy more efficiently to facilitate nimble climbing.,600.0,Climb Stamina,"Keese Wing x3, Rushroom x3","Electric Keese Wing x5, Hightail Lizard x5","Ice Keese Wing x5, Hot-Footed Frog x10","Fire Keese Wing x5, Swift Violet x15","Keese Wing,Rushroom,Electric Keese Wing,Hightail Lizard,Ice Keese Wing,Hot-Footed Frog,Fire Keese Wing,Swift Violet",Shrine - Chaas Qeta,
Dark Tunic,BotW_Dark_Tunic_Icon.png?version=e04ba00078e365f0410ceea2cb6f7c3d (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/AFOAxoorh_uicRAdqw3i6Q/UxZIa4575COB28UnWMAziWvwlinG-FZ0BzNgKtSjlyi9iHhBP-ki9yvqvhHQQCDFUWewr5uNZ_v_2IZi686hk0hvQMSFwdYLJ-VbP2023H5pDhauflW9At-ptNWqyoKiLpwYOqkp1jJVcc9Swv_cU9sVEdJSxsJHV91y22dQvbI/AoS6WvTvKXLWCleWHtxXqEQTRvDwih1qEWHUyPCWOPQ),Armor,Body,,,,,,3.0,,,,,,Kilton developed this jet-black armor as a result of his monster research. A spurious replica of the green outfit once worn by a legendary hero.,9.0,Night Speed,,,,,,Kilton's Shop,
Desert Voe Spaulder,BotW_Desert_Voe_Spaulder_Icon.png?version=0de06e23ede304e2bf3d79f6309997a8 (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/XW7YnQ-BjgnnmFPqJU0Fgg/t2mPRXx8UExCJjvkkmBaIvRTZoyFsyWJoBs01nFzEDIQBAecpizblfzEms8uqvFmv9nYixwywXY-quqLe-OY-me5SEjhCgwlRsqnAWXVO2h3llAk7DeeDgNg2q86jOEWP6WAbl7UU0ZqhchCVfbN2hryfAbgmFuqsG7JFWMqQ1Q8XWYErkprP7HOM3Mm5n8b/yGv41Er9RntSmgpvio1JSHQuY_7OexUOl-YgNfpDl7E),Armor,Body,,,,,,3.0,5.0,8.0,12.0,20.0,Heat Resist,"Armor for males sold rarely by Gerudo retailers. It contains sapphire, which harnesses the power of ice to make hot climates more tolerable.",325.0,Shock Resist,White Chuchu Jelly x3,"White Chuchu Jelly x5, Ice keese Wing x3","Ice Keese Wing x8, Icy Lizalfos Tail x3 ","Icy Lizalfos Tail x10, Sapphire x5","White Chuchu Jelly,Ice Keese Wing,Lizalfos Tail,Sapphire",GSC or Tarrey Town,
Fierce Deity Armor,BotW_Fierce_Deity_Armor_Icon.png?version=4249aa8b7cdd2d4bfcdf075226fa0a77 (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/FuTREF9lKxvSIhI1PcFotA/8gfKC6_BNDN_JsCp-ZKyzzWStLV86ywJKPSgxRKWILPfH7f4iQpwMfnyUU8NHz3DuJHzXBcvNevZgCRCFizrK_A4WNd_EbKil2pQSrw_uQqmjfS9weMszpGdRVAJTPWUHIdgm9a-8g-b-GuAAzot7q75oMziY6DJFNOrIAIFrsGRHV5pUxiNBvyDCIchFZSF/mVkr4xfZWJfdO-PbXOvXkKQ9eKfVcj8g42PYdmfqQvc),Armor,Body,,,,,,3.0,5.0,8.0,12.0,20.0,Attack,"Legend has it this armor once belonged to the hero of a world in which the moon threatened to fall. When you wear it, you feel a fierce, godlike power flow through you.",125.0,Charge Attack Stamina,"Hinox Toenail x5, Naydra's Scale x1","Hinox Tooth x5, Naydra's Claw x1","Hinox Guts x5, Shard of Naydra's Fang x1","Lynel Guts x5, Shard of Naydra's Horn x1","Hinox Toenail,Naydra's Scale,Hinox Tooth,Naydra's Claw,Hinox Guts,Shard of Naydra's Fang,Lynel Guts,Shard of Naydra's Horn",Amiibo -,
Flamebreaker Armor,BotW_Flamebreaker_Armor_Icon.png?version=f943bda0298a7cb2e81abf54bb6e8831 (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/AbzKHsv1BKRZqSFaOyMszw/Bn4O-KFXap8Y8MeqC_sUxwMgpKmbh4kQrH-JkEofPTBavaL_G4LaW_GkurdqA2Xrbwg12lmfecMeO49NdM23P8rpFqsNYGjeeU1K7LcNIjsj334bH_i01UmDfJd5sHIzoMBOGYGdt8Wd5J_qBaW9aJ18BLZxW6-PniKWPX3uwtsvkuNY3_N-EBSD_aX80X7X/ZaFtqwcS9VBp4zU3-XlE2ZM4Qb89m_hJIdcN7BWzM8Q),Armor,Body,,,,,,3.0,5.0,8.0,12.0,20.0,Flame Guard,Armor crafted by Gorons for Hylians curious enough to visit Goron City. It's made from fire-resistant rocks to protect the wearer.,150.0,Fireproof,"Fireproof Lizard x1, Moblin Horn x2","Fireproof Lizard x3, Moblin Fang x4","Smotherwing Butterfly x3, Moblin Guts x3","Smotherwing Butterfly x5, Hinox Guts x2","Fireproof Lizard,Moblin Horn,Moblin Fang,Smotherwing Butterfly,Moblin Guts,Hinox Guts",Goron City,
Gerudo Top,BotW_Gerudo_Top_Icon.png?version=5a5894ebe4564ed23d2e65c7fd8150e2 (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/YXKzECXF0q_ySXlb2oskIQ/rmaHrtOyWX207v8qb6Zx9r4SwTYJr6E4Nlffmkew-YrJBrWVIYDHDac_WD62IMcA4-A7bNNZVIHPv7a2c5d6LTdWo6D8RBTmhwLBQ6M4Xd17OwuJdJJRTNzpBpeJjG6kJlezkuVBe36xTbC1I3u__OJ-6qUfKFVTiVjOeSA_KLg/MldR3jrozBSUWkeAo0sipGyrXBwdUGTkCehJuNOMOz0),Armor,Body,,,,,,1.0,,,,,Gerudo Town Entry,"Standard Gerudo garb popular for its open, breathable design and for the traditional Gerudo markings that adorn it.",45.0,Heat Resist,,,,,,Tranny in Desert Oasis,
Hylian Tunic,BotW_Hylian_Tunic_Icon.png?version=af92a6673daf1d03d1c0784e4faa5df7 (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/m7ZkTT-PVfTULnxj2zHnXg/vmoLwQ4ABsKEa-7ZXN7xqXcg8EBEBaXbeKMDTumnG5vH7pbMhgO5-vqk08cU8SngrITDzmdxwsC36WpJV3prZ93LikaVh0udXrgSgo_JlBdzBLYWoH4wQDtgvNBCAmmZiKMwDyqXVFSZZYwzWepcYb8YWPwcSXZLRoOsf20fHRs/-4RjY91QJEO9jqlI3PZfajg56QFl6GdRiYLcaP4MmzY),Armor,Body,,,,,,3.0,5.0,8.0,12.0,20.0,,"A common garb that achieved widespread popularity in Hyrule, particularly among travelers. Its light-yet-sturdy fabric doesn't limit movement.",30.0,,Bokoblin Horn x5,"Bokoblin Horn x8, Bokoblin Fang x5","Bokoblin Fang x10, Bokoblin Guts x5","Bokoblin Guts x15, Amber x15","Bokoblin Horn,Bokoblin Fang,Bokoblin Guts,Amber",Hateno Village,
Nintendo Switch Shirt,BotW_Nintendo_Switch_Shirt_Icon.png?version=2bf923e078fdfa4936b58dd850ed18a6 (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/wk2Iwjm3tAseKa3JrQEfiQ/QXhQyqNg-DRseBE83g9aYLAC6kBW4PrfDMVXJt7cmEjCy6zcf9uMvQH_GKbhqnxyh8JRqS_ezverv6BGGw75jZ3J1vM4m-HF7s9YcoxVH_aJPDcGky3rnVo8CNrO0tPub3M5K6O0ZCDdLCZx8kew8bv8_r8jXdsWGf1mdX__FhS4IaHHlWh1FNOh29Qq7KRO/3Gjl4BMSbLi8PZTAWWwiraYU_fcvZk-52A-1PpV2w2U),Armor,Body,,,,,,1.0,,,,,,"Expansion Pass Bonus A shirt with the Nintendo Switch logo on it. It's a rare article, if you sell it, you can't get it back, so wear it with pride!",,,,,,,,,
Old Shirt,BotW_Old_Shirt_Icon.png?version=24ab54a2de7ba185a16442d5be29fb46 (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/YgCz1J_H37ouWhhbO-0Uqw/cbitEQcgR1SfRMyr8tCjaYRwzlHUo6sM43VL8D_5u1xUCpPRRBafS8jCEOCc5ukfkdSie-lrTVmyv6oPqt8ehOeWm-pkvV22JDH7CbV6Fck3A5FGFM6DYlt9q7Hy-N_PgcQDYV17EgrJlc0kMKC-V_z15BRkEMpsweO14ehHrVA/6D6-5fnb6VnfyK39Hh7enn_U_UC1fViD8XpDUmxwPjw),Armor,Body,,,,,,1.0,,,,,,"A thin shirt made long ago. It's coming apart at the seams, but it's better than nothing. The sleeves are a bit on the short side.",15.0,,,,,,,Shrine - Resurrection,
Phantom Armor,BotW_Phantom_Armor_Icon.png?version=ab85716cd6cbfd2786d894dce53fd3ce (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/cxEI37MixjwtYgGPvFD1oA/tgx-o8b4HTY0tamu68QVi4yqzoVWrjozocy4NA6sGE2bLLQWyMhdEKAvlFzz2EgnBr1AL2aoARlY7RmwdJ-29igIcTzAr-agXrkYKt-dj7sEm38KLRTSxor8GgAAIAd56u4ccxd8CJdiIQCr6VpOvzRKzEM4ZT4ZuXmN_1Zk3KA/YWPsjmN_LvV29UqSBCGi_xtptZj8OFZh_xdNjjyZut8),Armor,Body,,,,,,8.0,,,,,Attack,"Myths abound about armored phantoms that terrorized brave heroes. This piece looks just like the armor they supposedly wore. If sold, this rare find can't be replaced.",,,,,,,,,
Radiant Shirt,BotW_Radiant_Shirt_Icon.png?version=e26e54c482df812592b212951bd8105f (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/O0DAd6XBRlTox3CnC4ltTQ/5Xc3XmavjtUztjzO1HIMP5JLZP_XGpBMgwBjcZ66WqfhQE_W6vVG88I6rrZGYd50rBP6hmFFDXzdw9-NK0DaUX00QQWI2lltmVwzDzVeLckVxWiatpNT2KB6nkizPe1aqwUk4gazxyb6L_nyD1IAKctHnuTBZ155MUqDTUhPxCM/mybLeO_jFIwoW72Ih-ZcIWWjNTASufSJUmcKQBpNj50),Armor,Body,,,,,,3.0,5.0,8.0,12.0,20.0,Stal Lure,This shirt is sold at the Gerudo Secret Club. It glows with a strange pattern in the dark due to a dye made from crushed luminous stones.,200.0,Disguise and Bone Attack,"Luminous Stone x5, Bokoblin Guts x3","Luminous Stone x8, Moblin Guts x3","Luminous Stone x10, Molduga Guts x2","Luminous Stone x20, Lynel Guts x1","Luminous Stone,Bokoblin Guts,Moblin Guts,Molduga Guts,Lynel Guts",Gerudo Secret Club,
Rubber Armor,BotW_Rubber_Armor_Icon.png?version=46d6f3ed53649b2278970e1283bd8f08 (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/9JOdpOH7TRq5ssNs3H6iGg/yT9GtkZRvleOhJPSjSGb0gojuUXAZnqEUFMN0IEGaqGNheSMJMU9BaNodr5c8WXQYxXnol0JueQmHny1wWasWL4Nv1uR7ZjJbwv9_5KUxB3Rt1HjAmzW1A-NywzznHAOyVt80Cal2qFX7JHNQ196ycwkDgOunyCzKcxZxp5SKGs/k5ypjr37adD3u9SC-kANDaLPt84lOMvFjXwxakRADdA),Armor,Body,,,,,,3.0,5.0,8.0,12.0,20.0,Shock Resist,"This armor has built-in electricity resistance thanks to its source material—an ancient marvel called ""rubber."" Such technology does not exist in this modern age.",600.0,Unshockable,Yellow Chuchu Jelly x3,"Yellow Chuchu Jelly x5, Voltfruit x5","Zapshroom x5, Yellow Lizalfos Tail x5","Yellow Lizalfos Tail x10, Topaz x10","Yellow Chuchu Jelly,Voltfruit,Zapshroom,Yellow Lizalfos Tail,Topaz",Shrine - Toh Yahsa,
Snowquill Tunic,BotW_Snowquill_Tunic_Icon.png?version=3831383f418341ffd17d0dfaceb860eb (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/mkRrBQNDYl5J6VuqegphkA/uqFXGwdw0eesGE1pfU9da1Bm3LucQI1-NWM13txi_1dBWZ6soxDaxAoxhwTNgJ3sTAPwzfUzkTcuFj9O-v9WJs0_ePtzrP86J5zlTW2YtVJ3Tu1TTaIqAVKUXFg72VnbsJzzpyOcPKDQTSPazkJKR_TrwoEJaR06P_TLmNaxbTQ/h2DSnLpEHkzk2x8iWaAwEvJKoUgyPITeDPaj5ZXntPw),Armor,Body,,,,,,3.0,5.0,8.0,12.0,20.0,Cold Resist,"Lined with molted Rito feathers, this tunic was made by Rito artisans for Hylians visiting cold climates. The feathers are stacked in each layer to retain body heat.",250.0,Unfreezable,Red Chuchu Jelly x3,"Red Chuchu Jelly x5, Warm Saffina x3","Fire Keese Wing x8, Sunshroom x5","Red Lizalfos Tail x10, Ruby x5","Red Chuchu Jelly,Warm Safflina,Fire Keese Wing,Sunshroom,Red Lizalfos Tail,Ruby",Rito Village,
Soldier's Armor,BotW_Soldier%27s_Armor_Icon.png?version=2548810bb46566087ad6cf28c0a887ef (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/__hbPJO705lvRd0HAhWrKw/Dal9KQlbfwZZIay8qygbh9Q_v60iWL6ji0Q7z8bg5RbnnOwrtl4jmWTfTk_xybmvXCuDolIrgjqL0NeutO_M81_MwGJxV7dSiT_R0eqov-FWPhk2MT1CLm5_7hHUMvKb8crieGfbqsw1PO98JXatkyeQiyhwE9MoqevujdVtjebZWDRU2574ktZAN2BAy0jI/Y72ezy_LqahT-tMsujtUeBjO8z8JwJtjgRrxATNIccE),Armor,Body,,,,,,4.0,7.0,12.0,18.0,24.0,,"Hyrulean guards praised this armor for its superior defense. Made from sturdy plates of metal, the high level of craftsmanship that went into it is obvious with just a glance.",45.0,,"Chuchu Jelly x5, Bokoblin Guts x3","Keese Wing x5, Moblin Guts x3","Lizalfos Tail x5, Hinox Guts x3","Lynel Hoof x4, Lynel Guts x2","Chuchu Jelly,Bokoblin Guts,Keese Wing,Moblin Guts,Lizalfos Tail,Hinox Guts,Lynel Hoof,Lynel Guts",Hateno Village,
Stealth Chest Guard,BotW_Stealth_Chest_Guard_Icon.png?version=c985e3a942219ffbafd20e350241afb1 (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/kgeBYGhKKOVqhEckNKOkjw/mS2PO9N5W2mNvjzYjgwyTnPweDhvGg4X_6u1YcEBTylRunDJY2s7NxRa_RIwDFuVBmhbiEmH9QRDwT3VvqnqnOnv1Cr6g3_ZR3DyM-rWjYHiyac3wcsMNI7vCUWwdQhkCIy8qlQPJXWghEhW_zoU8CZpLT6MqOGwCIQZn6dwUFLkfWj-YN0YI-Mju0cR-Vlz/kSrzkiM5GHjaYA3hFJIWQ3jHhyVFlLZnqP91eYFUEkc),Armor,Body,,,,,,2.0,4.0,6.0,9.0,16.0,Stealth,"Armor designed for stealth, passed down through the Sheikah tribe. The special fabrics suppress the rustling of clothes even when moving quickly.",175.0,Night Speed,Blue Nightshade x3,"Blue Nightshade x5, Sunset Firefly x5","Silent Shroom x8, Sneaky River Snail x5","Stealthfin Trout x10, Silent Princess x5","Blue Nightshade,Sunset Firefly,Silent Shroom,Sneaky River Snail,Stealthfin Trout,Silent Princess",Kakariko Village,
Tingle's Shirt,BotW_Tingle%27s_Shirt_Icon.png?version=0d3714b3fe45b87d866a8d5505e95739 (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/1NuKyt0Csf3anGLg9KpRbw/yus_l1HBQeU_WzbHeknDi1jBJ0ZbPYsSptTwe2JPsYfzhyAOyi_JnLMm0tzwpkdn9HtynU72Zhy_oGoVERlmHRJyCzlB3RsWvYDsIxbC7m1q5wgDA9lXmfNHhcZhDmVr1hj_MsTjEiJ6vgLY_Ae0TRr7mN05yC-a58fjxwTR9oMl-4RWODkMzBj_Od25_uaU/VEQXCwwOTiBJRXnrDNXAlcFlXBZ8Z2OSX0Lh4KHHv9U),Armor,Body,,,,,,2.0,,,,,,"There was once a man who claimed to be the very reincarnation of a fairy. He tresured this shirt, and so will you. Kooloo-Limpah! If sold, this rare find can't be replaced.",,,,,,,,,
Tunic of the Hero,BotW_Tunic_of_the_Hero_Icon.png?version=c9fcf87189a47594375c12824980ea0c (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/R1l2hBolk6PF6g9x3u7V1Q/-mOxeWcl7QPkX5fadcOuCfquWpJwFqBwwm5uug8ENRvPq9OXADD-LY_zU-wlVwKdHj2Nv2dH87wpP8Ol4vio-aN6pAgXw1f5MAecyA3soGDuhxYw_jdcvm9mrnW1NSK0bwsyjJT9z0dCjSWZFajlOosqTWUo8QPhu4PGH75ZC4PYlxZM0llMEehrDgCBrrD6/rne4DeHphLIV-8jDQ_ZAaySVDsssFbvwV4JLauTnFck),Armor,Body,,,,,,3.0,5.0,8.0,12.0,20.0,,"Legend has it this armor was once cherished by a hero from ancient times. Its design is rather simple, but it's such a traditional look.",125.0,Master Sword Beam,"Ruby x1, Star Fragment x1","Ruby x3, Star Fragment x2","Ruby x5, Star Fragment x3","Ruby x10, Star Fragment x4","Star Fragment,Ruby",Amiibo - 8-bit Link,
Tunic of Time,BotW_Tunic_of_Time_Icon.png?version=9a5cb855675dfce726428e5ed93db04d (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/kQb70vYGMcMSwXiYvTwQyw/g6jHOjUuGfb8OIuqy073iIvRaCp9MUWoQ0lkvewWqAKeFVhzg_RNTGSc0CWwgQv4U6nD5ziItQ9Me1TxiwTd4sl9f3ZP841be6cJlluKgUuOxudp4tUaVGf9oQXf0suto9jgefgHMcbQMos-6CVDIcNyZYEyySf-tUkpyWprZm8/D_I0kS9Z-GDrNpDjaOMEjP7_xv8d5-5nxWcmYx6zBBw),Armor,Body,,,,,,3.0,5.0,8.0,12.0,20.0,,"Legend has it this armor was once worn by a hero who traveled through time. Strangely, its special design is fitted for children and adults alike.",125.0,Master Sword Beam,"Amber x3, Star Fragment x1","Amber x5, Star Fragment x2","Amber x15, Star Fragment x3","Amber x30, Star Fragment x4",Star Fragment,Amiibo - Ocarina of Time,
Tunic of Twilight,BotW_Tunic_of_Twilight_Icon.png?version=88e9aba4f4d251f563986a372babd91d (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/iphWRggifEPxXv7_OmlZ3A/_Av4CSN704rXBamhYsho9CjO0VJAuPmFeK1WwJmXfSO_ohlBRAPUGC-uyJcIi5Qd4YcavWH4D_Rs7oONYLQTAFee6fB3UX3TMxuYdhK_aN78ZTNd1lgoHCt8vQtPGxJMtqu4KJHUKDjiQ-1Rm5jQZI_q5W3BmL6eFKxsDH4ECg6lFZqcu5wE1KF5FnSzyQ2k/N6QD-IuJx-trr_9hfpoWtQsyGCV9uhb-3v-d06emAbc),Armor,Body,,,,,,3.0,5.0,8.0,12.0,20.0,,Legend has it this armor was once worn by a hero who battled the monsters of twilight. There still seems to be some hair clinging to it... Looks like it may be from a wolf?,125.0,Master Sword Beam,"Topaz x3, Star Fragment x1","Topaz x5, Star Fragment x2","Topaz x15, Star Fragment x3","Topaz x30, Star Fragment x4",Star Fragment,Amiibo - SSB Link,
Tunic of the Wild,BotW_Tunic_of_the_Wild_Icon.png?version=a2d8d91fb50f45de67055f48d4c396b8 (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/RldHbAslsLW-UQM5CflO_Q/VsisjqmSX1-lxP-eg2IFx43HK2KwGpV7sq4215DQUvLSnexqjvwcVExuLd05l_EXejKRwpqu_PW18vdb6GbMImSz1GOnoECcAJdxHWI0HNFbVMPYLiZZT5IwagSa_pIbrqQLJZqa81wRbyz7JyRdZNrm8Xd0fqYq9GI6hlJM3XawOSUAN-d-trpAaFncr5AG/_fDDUpfVP6-8RrxysBWobRMGN3PHUOCtx-jlEJU6Q98),Armor,Body,,,,,,4.0,7.0,12.0,18.0,28.0,,"This armor was apparently crafted for a hero who travels the wilds. Strangely enough, it's just your size.",125.0,Master Sword Beam,"Acorn x10, Farosh's Scale x2","Courser Bee Honey x5, Farosh's Claw x2","Energetic Rhino Beetle x5, Farosh's Fang x2","Star Fragment x1, Farosh's Horn x2","Star Fragment,Acorn,Farosh's Scale,Courser Bee Honey,Farosh's Claw,Energetic Rhino Beetle,Shard of Farosh's Fang,Shard of Farosh's Horn",Find all 120 Shrines,
Tunic of the Wind,BotW_Tunic_of_the_Wind_Icon.png?version=fd9a8b9c26e08b1faef881849c3dd4ae (https://v5.airtableusercontent.com/v3/u/41/41/1749067200000/qPc37We-edPCvff_6wqb-w/Dhji2Bb1wpyC33rSX4Pabl8pf8h9EGNOj49XOx4hYZ1tvwXdR_QPe-W8c7tGCxVdvrz4YjItGSQgRMsnovjpIWR60GlyA4cug4RzVzBqyEo0nmuW2bu-xhrf0ojmhoD1g03eTAGtic0xe9urg2ofu3x8wznqh0VvFPUzBPplwInrsuiusRJnXmjZgNbxWHOw/HDky3CP3bsjIkxPvlTRU8Cd_JQVcZFwspl_061Ch53s),Armor,Body,,,,,,3.0,5.0,8.0,12.0,20.0,,Legend has it this armor was once cherished by a hero who sailed the Great Sea. It's said to have been a gift from his grandmother.,125.0,Master Sword Beam,"Opal x3, Star Fragment x1","Opal x5, Star Fragment x3","Opal x15, Star Fragment x3","Opal x30, Star Fragment x4",Star Fragment,Amiibo - Toon/WW Link,
